collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 4,2018-08-24,144,16.00,12+,James Tynion IV|Christopher Sebela,carmen Carnero|Alvaro Martinez,Batman: Detective Comics #957-962,9791026813538,https://www.urban-comics.com/batman-detective-comics-tome-4/,https://bdi.dlpdomain.com/album/9791026813538/couv/M385x862/batman-detective-comics-tome-4.jpg
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 5,2019-02-01,144,16.00,12+,Christopher Sebela|James Tynion IV,Eddy Barrows|Collectif|Alvaro Martinez|carmen Carnero,Detective Comics Vol.5: A Lonely Place of Living (#963-968),9791026816294,https://www.urban-comics.com/batman-detective-comics-tome-5/,https://bdi.dlpdomain.com/album/9791026816294/couv/M385x862/batman-detective-comics-tome-5.jpg
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 6,2019-06-07,184,18.00,12+,James Tynion IV|Christopher Sebela,Joe BENNETT|Collectif|carmen Carnero|Alvaro Martinez,Detective Comics #969-974 + Detective Comics Annual #1,9791026816492,https://www.urban-comics.com/batman-detective-comics-tome-6/,https://bdi.dlpdomain.com/album/9791026816492/couv/M385x862/batman-detective-comics-tome-6.jpg
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 7,2019-10-18,176,18.00,12+,James Tynion IV|Christopher Sebela,carmen Carnero|Alvaro Martinez,Detective Comics vol.7 (#975-981),9791026817314,https://www.urban-comics.com/batman-detective-comics-tome-7/,https://bdi.dlpdomain.com/album/9791026817314/couv/M385x862/batman-detective-comics-tome-7.jpg
DC Rebirth,Batman Metal,Batman Metal tome 1,2018-05-25,232,20.00,12+,Scott Snyder|James Tynion IV|Collectif,Collectif|Greg Capullo|Andy Kubert|Jim Lee,"Dark Days: The Forge #1, Dark days: The Casting #1, Darn Knights Metal #1-2, Teen Titans #12, Nightwing #29, Suicide Squad #26, Green Arrow #32",9791026813781,https://www.urban-comics.com/batman-metal-tome-1/,https://bdi.dlpdomain.com/album/9791026813781/couv/M385x862/batman-metal-tome-1.jpg
DC Rebirth,Batman Metal,Batman Metal tome 2,2018-07-06,248,23.00,12+,Scott Snyder|Collectif|James Tynion IV,Greg Capullo|Collectif|Doug Mahnke,"Batman: Red Death, Batman: Murder Machine, Batman: Dawnbreaker, Batman: The Drowned, Dark Nights: Metal #3, Batman: The Merciless, Batman: The Devastator, Dark Nights: The Batman Who Laughs, Batman Lost",9791026813873,https://www.urban-comics.com/batman-metal-tome-2/,https://bdi.dlpdomain.com/album/9791026813873/couv/M385x862/batman-metal-tome-2.jpg
DC Rebirth,Batman Metal,Batman Metal tome 3,2018-11-02,264,23.00,12+,Scott Snyder|James Tynion IV|Grant Morrison,Greg Capullo|Collectif,Contenu : Dark Nights Metal #4-6 + The Flash #33 + Justice League #32-33 + Hal Jordan and the Green Lantern Corps #32 + Hawkman Found #1 + Dark Knights Rising: The Wild Hunt #1,9791026824107,https://www.urban-comics.com/batman-metal-tome-3/,https://bdi.dlpdomain.com/album/9791026824107/couv/M385x862/batman-metal-tome-3.jpg
DC Rebirth,Batman Metal : Le Multivers Noir,Batman Metal : Le Multivers Noir,2020-10-30,456,35.00,9+,Collectif,Collectif,Tales of the Dark Multiverse,9791026819509,https://www.urban-comics.com/batman-metal-le-multivers-noir/,https://bdi.dlpdomain.com/album/9791026819509/couv/M385x862/batman-metal-le-multivers-noir.jpg
DC Rebirth,Batman Metal : Le Multivers Noir,Batman Metal : Le Multivers Noir tome 2,2021-04-09,464,35.00,9+,Collectif,Collectif,"Tales From The Dark Multiverse: Batman: Hush #1, Tales From The Dark Multiverse: Flashpoint #1, Tales From The Dark Multiverse: Crisis On Infinite Earths #1, Tales From The Dark Multiverse: Dark Nights: Metal #1, Tales From The Dark Multiverse: Wonder Woman: War of The Gods #1",9791026822066,https://www.urban-comics.com/batman-metal-le-multivers-noir-tome-2/,https://bdi.dlpdomain.com/album/9791026822066/couv/M385x862/batman-metal-le-multivers-noir-tome-2.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 1,2017-06-09,192,18.00,12+,Scott Snyder|Tom King,David Finch|Mikel Janin,,9791026811251,https://www.urban-comics.com/batman-rebirth-tome-1/,https://bdi.dlpdomain.com/album/9791026811251/couv/M385x862/batman-rebirth-tome-1.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 1 – édition Glbd,2017-06-09,192,18.00,12+,Scott Snyder|Tom King,David Finch|Mikel Janin,,9791026812654,https://www.urban-comics.com/batman-rebirth-tome-1-edition-glbd/,https://bdi.dlpdomain.com/album/9791026812654/couv/M385x862/batman-rebirth-tome-1-8211-edition-glbd.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 2,2017-11-10,168,16.00,12+,Tom King,Mikel JANIN|Mitch Gerads,,9791026813187,https://www.urban-comics.com/batman-rebirth-tome-2/,https://bdi.dlpdomain.com/album/9791026813187/couv/M385x862/batman-rebirth-tome-2.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 3,2018-02-02,184,18.00,12+,Tom King,David Finch,Batman Vol.3: I am Bane (Batman #16-20 + #23-24 + Batman Annual #1),9791026813507,https://www.urban-comics.com/batman-rebirth-tome-3/,https://bdi.dlpdomain.com/album/9791026813507/couv/M385x862/batman-rebirth-tome-3.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 4,2018-05-18,200,18.00,12+,Tom King,Mikel Janin,Batman Vol.4: The War of Jokes and Riddles (#25-32),9791026813514,https://www.urban-comics.com/batman-rebirth-tome-4/,https://bdi.dlpdomain.com/album/9791026813514/couv/M385x862/batman-rebirth-tome-4.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 5,2018-09-07,144,16.00,12+,Tom King,Collectif,,9791026813828,https://www.urban-comics.com/batman-rebirth-tome-5/,https://bdi.dlpdomain.com/album/9791026813828/couv/M385x862/batman-rebirth-tome-5.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 6,2019-01-11,192,18.00,12+,Tom King,Tony Daniel|Mikel Janin,Batman #39-43 + #45-47,9791026815730,https://www.urban-comics.com/batman-rebirth-tome-6/,https://bdi.dlpdomain.com/album/9791026815730/couv/M385x862/batman-rebirth-tome-6.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 7,2019-03-01,192,18.00,12+,Tom KING|Tim Seeley,Collectif|Mikel Janin,"Contenu : Batman #48-49, Prelude to the Wedding: Robin Vs. Ra's al Ghul #1, Prelude to the Wedding: Nightwing Vs. Hush #1, Prelude to the Wedding: Batgirl Vs. The Riddler #1, Prelude to the Wedding: Red Hood Vs. Anarky #1, Prelude to the Wedding: Harley Quinn Vs. The Joker #1 + pages from DC Nation #0",9791026816881,https://www.urban-comics.com/batman-rebirth-tome-7/,https://bdi.dlpdomain.com/album/9791026816881/couv/M385x862/batman-rebirth-tome-7.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 8,2019-05-17,208,20.00,12+,Tom King,Collectif|Mikel Janin,Batman #44 + #50 + The Brave & The Bold #197 + #51-53,9791026816584,https://www.urban-comics.com/batman-rebirth-tome-8/,https://bdi.dlpdomain.com/album/9791026816584/couv/M385x862/batman-rebirth-tome-8.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth tome 9,2019-09-13,216,20.00,12+,Tom TAYLOR|Tom King,Tony Daniel|Mikel Janin,Batman #54-60 + Batman Annual #3 + Batman Secret Files,9791026819967,https://www.urban-comics.com/batman-rebirth-tome-9/,https://bdi.dlpdomain.com/album/9791026819967/couv/M385x862/batman-rebirth-tome-9.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth tome 10,2019-11-08,168,16.00,12+,Tom TAYLOR|Tom King,Tony Daniel|Mikel Janin,"Batman #61-63, #66-69",9791026817994,https://www.urban-comics.com/batman-rebirth-tome-10/,https://bdi.dlpdomain.com/album/9791026817994/couv/M385x862/batman-rebirth-tome-10.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth tome 11,2020-01-10,160,16.00,12+,Tom KING|Collectif,Mikel JANIN|Collectif,Batman #70-74 + Batman Secret Files #1,9791026818694,https://www.urban-comics.com/batman-rebirth-tome-11/,https://bdi.dlpdomain.com/album/9791026818694/couv/M385x862/batman-rebirth-tome-11.jpg
DC Rebirth,Batman Rebirth,Batman Rebirth Tome 12,2020-06-05,336,29.00,12+,Tom KING|Tom Taylor,Mikel JANIN|Collectif|Tony Daniel,"Batman #75-85, Batman Annual #4",9791026818861,https://www.urban-comics.com/batman-rebirth-tome-12/,https://bdi.dlpdomain.com/album/9791026818861/couv/M385x862/batman-rebirth-tome-12.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #1 Megadeth Edition,2021-03-26,40,10.00,12+,,Greg Capullo,Dark Knights Death Metal #1,9791026821915,https://www.urban-comics.com/batman-death-metal-1-megadeth-edition/,https://bdi.dlpdomain.com/album/9791026821915/couv/M385x862/batman-death-metal-1-megadeth-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #2 Ghost Edition,2021-04-16,40,10.00,12+,,,Dark Knights Death Metal #2,9791026820000,https://www.urban-comics.com/batman-death-metal-2-ghost-edition/,https://bdi.dlpdomain.com/album/9791026820000/couv/M385x862/batman-death-metal-2-ghost-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #3 Lacuna Coil Édition,2021-05-28,40,10.00,12+,Scott Snyder,Greg Capullo,,9791026817031,https://www.urban-comics.com/batman-death-metal-3-lacuna-coil-edition/,https://bdi.dlpdomain.com/album/9791026817031/couv/M385x862/batman-death-metal-3-lacuna-coil-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #4 Opeth Edition,2021-06-11,40,10.00,12+,Scott Snyder,Greg Capullo,,9791026818533,https://www.urban-comics.com/batman-death-metal-4-opeth-edition/,https://bdi.dlpdomain.com/album/9791026818533/couv/M385x862/batman-death-metal-4-opeth-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #5 Sepultura Edition,2021-07-02,40,9.48,12+,,,,9791026820413,https://www.urban-comics.com/batman-death-metal-5-sepultura-edition/,https://bdi.dlpdomain.com/album/9791026820413/couv/M385x862/batman-death-metal-5-sepultura-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #6 Dream Theater Edition,2021-08-20,,10.00,12+,,,,9791026819158,https://www.urban-comics.com/batman-death-metal-6-dream-theater-edition/,https://bdi.dlpdomain.com/album/9791026819158/couv/M385x862/batman-death-metal-6-dream-theater-edition.jpg
DC Rebirth,Batman death metal - édition spéciale,Batman Death Metal #7 Ozzy Osbourne Edition,2021-09-17,56,10.00,12+,,,,9791026821908,https://www.urban-comics.com/batman-death-metal-7-ozzy-osbourne-edition/,https://bdi.dlpdomain.com/album/9791026821908/couv/M385x862/batman-death-metal-7-ozzy-osbourne-edition.jpg
DC Rebirth,Batman joker War,Batman Joker war tome 1,2020-09-18,272,23.00,12+,James Tynion IV,Guillem March|Tony Daniel|Jorge Jimenez,Contenu : Batman #86-92 + Batman Secret Files #3,9791026817123,https://www.urban-comics.com/batman-joker-war-tome-1/,https://bdi.dlpdomain.com/album/9791026817123/couv/M385x862/batman-joker-war-tome-1.jpg
DC Rebirth,Batman joker War,Batman Joker war tome 2,2021-02-26,252,23.00,12+,James Tynion IV,Jorge Jimenez|Guillem March|Olivier COIPEL|Tony Daniel,"Batman #95-100, Joker War Zone #1, Joker 100 pages Spectacular",9791026819332,https://www.urban-comics.com/batman-joker-war-tome-2/,https://bdi.dlpdomain.com/album/9791026819332/couv/M385x862/batman-joker-war-tome-2.jpg
DC Rebirth,Batman joker War,Batman Joker war tome 3,2021-04-16,208,20.00,12+,James Tynion IV,Guillem March|Jorge Jimenez|Tony Daniel,"Batman #101-105, Batman Annual #5, Punchline Special #1",9791026821953,https://www.urban-comics.com/batman-joker-war-tome-3/,https://bdi.dlpdomain.com/album/9791026821953/couv/M385x862/batman-joker-war-tome-3.jpg
DC Rebirth,Batman vs Deathstroke,Batman vs Deathstroke,2019-11-08,144,16.00,12+,Christopher Priest,Carlo Pagulayan,Batman vs. Deathstroke (Deathstroke #30-35),9791026816904,https://www.urban-comics.com/batman-vs-deathstroke-2/,https://bdi.dlpdomain.com/album/9791026816904/couv/M385x862/batman-vs-deathstroke.jpg
DC Rebirth,Birds of Prey Rebirth,Birds of Prey Rebirth Tome 1,2019-11-22,168,16.00,12+,Julie BENSON|Shawna Benson,Claire ROE|Roge Antonio,Batgirl And The Birds of Prey Vol. 1: Who Is Oracle? (#1-6) + Rebirth #1,9791026818779,https://www.urban-comics.com/birds-of-prey-rebirth-tome-1/,https://bdi.dlpdomain.com/album/9791026818779/couv/M385x862/birds-of-prey-rebirth-tome-1.jpg
DC Rebirth,Birds of Prey Rebirth,Birds of Prey Rebirth Tome 2,2020-01-24,168,16.00,12+,Julie BENSON|Shawna Benson,Roge Antonio,Birds of Prey Rebirth #7-13,9791026817550,https://www.urban-comics.com/birds-of-prey-rebirth-tome-2/,https://bdi.dlpdomain.com/album/9791026817550/couv/M385x862/birds-of-prey-rebirth-tome-2.jpg
DC Rebirth,Birds of Prey Rebirth,Birds of Prey Rebirth Tome 3,2020-06-12,216,20.00,12+,Julie BENSON|Shawna Benson,Roge Antonio|Marcio Takara|Claire Roe,Birds of Prey #14-22,9791026817277,https://www.urban-comics.com/birds-of-prey-rebirth-tome-3/,https://bdi.dlpdomain.com/album/9791026817277/couv/M385x862/birds-of-prey-rebirth-tome-3.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 0,2019-04-26,192,17.06,12+,Brian Michael Bendis,Jayson Fabok|Collectif,Superman: Man of Steel #1-6 + extraits de Action Comics #1000 & DC Nation #0 – contenu inédit,9791026822301,https://www.urban-comics.com/clark-kent-superman-tome-0/,https://bdi.dlpdomain.com/album/9791026822301/couv/M385x862/clark-kent-superman-tome-0.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 1,2019-04-26,168,15.17,12+,Brian Michael Bendis,Ivan Reis,Superman #1-6,9791026815716,https://www.urban-comics.com/clark-kent-superman-tome-1/,https://bdi.dlpdomain.com/album/9791026815716/couv/M385x862/clark-kent-superman-tome-1.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 2,2019-07-05,160,15.17,12+,Brian Michael Bendis,Ryan Sook|Patrick Gleason,Action Comics #1001-1006,9791026816362,https://www.urban-comics.com/clark-kent-superman-tome-2/,https://bdi.dlpdomain.com/album/9791026816362/couv/M385x862/clark-kent-superman-tome-2.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 3,2020-02-07,256,23.00,12+,Brian Michael Bendis,Ivan Reis,"Superman #7-15, Supergirl #32",9791026820604,https://www.urban-comics.com/clark-kent-superman-tome-3/,https://bdi.dlpdomain.com/album/9791026820604/couv/M385x862/clark-kent-superman-tome-3.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 4,2020-09-25,264,23.00,12+,Brian Michael Bendis|Collectif,Ivan Reis|Collectif,Contient : Superman #16-22 ; Superman: Heroes ; Superman: Villains,9791026817291,https://www.urban-comics.com/clark-kent-superman-tome-4/,https://bdi.dlpdomain.com/album/9791026817291/couv/M385x862/clark-kent-superman-tome-4.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 5,2021-02-05,136,16.00,12+,Brian Michael Bendis,John Romita Jr,Contenu : Action Comics #1017-1021,9791026819820,https://www.urban-comics.com/clark-kent-superman-tome-5/,https://bdi.dlpdomain.com/album/9791026819820/couv/M385x862/clark-kent-superman-tome-5.jpg
DC Rebirth,Clark Kent : Superman,Clark Kent : Superman tome 6,2021-04-23,344,29.00,12+,Brian Michael Bendis,John Romita Jr|Collectif,"Contenu : Action Comics #1022-1028, Superman #23-28",9791026818762,https://www.urban-comics.com/clark-kent-superman-tome-6/,https://bdi.dlpdomain.com/album/9791026818762/couv/M385x862/clark-kent-superman-tome-6.jpg
DC Rebirth,DC Univers Rebirth,DC Univers Rebirth,2017-05-05,592,35.00,12+,Geoff Johns|Collectif,Gary Frank|Ivan Reis|Collectif,,9791026811282,https://www.urban-comics.com/dc-univers-rebirth/,https://bdi.dlpdomain.com/album/9791026811282/couv/M385x862/dc-univers-rebirth.jpg
DC Rebirth,DC Univers Rebirth,DC Univers Rebirth : Le Badge,2018-04-13,112,15.00,12+,Joshua Williamson|Tom King,Jayson Fabok|Howard Porter,Batman #21-22 + Flash #21-22,9791026813750,https://www.urban-comics.com/dc-univers-rebirth-le-badge/,https://bdi.dlpdomain.com/album/9791026813750/couv/M385x862/dc-univers-rebirth-le-badge.jpg
DC Rebirth,DC Univers Rebirth,DC Univers Rebirth – Deathstroke,2019-05-10,112,15.00,12+,Collectif,Collectif,"Titans #11, Teen Titans #8, Deathstroke #19 + Teen Titans Annual #1",9791026816096,https://www.urban-comics.com/dc-univers-rebirth-deathstroke/,https://bdi.dlpdomain.com/album/9791026816096/couv/M385x862/dc-univers-rebirth-8211-deathstroke.jpg
DC Rebirth,DC Univers Rebirth : Superman,DC Univers Rebirth : Superman,2018-06-29,160,15.17,9+,Dan Jurgens|Collectif,Doug MAHNKE|Collectif,Superman #18-19 + Action Comics #975-978,9791026815211,https://www.urban-comics.com/dc-univers-rebirth-superman/,https://bdi.dlpdomain.com/album/9791026815211/couv/M385x862/dc-univers-rebirth-superman.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth Tome 1,2018-03-02,144,16.00,12+,Christopher Priest,Joe BENNETT|Carlo Pagulayan,"Deathstroke Vol.1: The Professional (Deathstroke Rebirth #1, Deathstroke #1-5)",9791026813767,https://www.urban-comics.com/deathstroke-rebirth-tome-1/,https://bdi.dlpdomain.com/album/9791026813767/couv/M385x862/deathstroke-rebirth-tome-1.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 2,2018-08-24,144,16.00,12+,Christopher Priest,Carlo PAGULAYAN|Collectif,,9791026813798,https://www.urban-comics.com/deathstroke-rebirth-tome-2/,https://bdi.dlpdomain.com/album/9791026813798/couv/M385x862/deathstroke-rebirth-tome-2.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 3,2018-11-09,168,15.17,12+,Christopher Priest,Joe Bennett,Contenu : Deathstroke Vol.3: Twilight (#12-18),9791026813842,https://www.urban-comics.com/deathstroke-rebirth-tome-3/,https://bdi.dlpdomain.com/album/9791026813842/couv/M385x862/deathstroke-rebirth-tome-3.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 4,2019-07-05,152,16.00,12+,Christopher Priest,Collectif|Joe Bennett,,9791026816621,https://www.urban-comics.com/deathstroke-rebirth-tome-4/,https://bdi.dlpdomain.com/album/9791026816621/couv/M385x862/deathstroke-rebirth-tome-4.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 5,2019-08-30,144,15.17,12+,Christopher Priest,Collectif,Deathstroke #26-29 + Deathstroke Annual #1,9791026818373,https://www.urban-comics.com/deathstroke-rebirth-tome-5/,https://bdi.dlpdomain.com/album/9791026818373/couv/M385x862/deathstroke-rebirth-tome-5.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 6,2020-01-10,256,23.00,12+,Christopher PRIEST|Benjamin Percy,Collectif|Fernando Pasarin,Deathstroke Rebirth #36-43 + Teen Titans #28-29,9791026817901,https://www.urban-comics.com/deathstroke-rebirth-tome-6/,https://bdi.dlpdomain.com/album/9791026817901/couv/M385x862/deathstroke-rebirth-tome-6.jpg
DC Rebirth,Deathstroke Rebirth,Deathstroke Rebirth tome 7,2020-08-28,192,18.00,12+,Christopher Priest,Collectif|Fernando Pasarin,Contenu : Deathstroke #44-50,9791026820185,https://www.urban-comics.com/deathstroke-rebirth-tome-7/,https://bdi.dlpdomain.com/album/9791026820185/couv/M385x862/deathstroke-rebirth-tome-7.jpg
DC Rebirth,Flash Rebirth,Flash Rebirth Tome 1,2017-09-15,216,20.00,12+,Joshua Williamson,Carmine Di Giandomenico,,9791026812173,https://www.urban-comics.com/flash-rebirth-tome-1/,https://bdi.dlpdomain.com/album/9791026812173/couv/M385x862/flash-rebirth-tome-1.jpg
