collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #10,2018-04-06,184,5.00,9+,,,"(Contient les épisodes Us Suicide Squad #16 et #17, Justice League of America #5 et #6, Harley Quinn #17 et #18, Deathstroke #16 et #17)",9791026814702,https://www.urban-comics.com/suicide-squad-rebirth-10/,https://bdi.dlpdomain.com/album/9791026814702/couv/M385x862/suicide-squad-rebirth-10.jpg
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #11,2018-05-04,184,6.02,9+,,,• Suicide Squad #18 et #19 • Justice League of America #7 • Harley Quinn #19 et #20 • Deathstroke #18 • Titans #11 • Teen Titans #8,9791026814818,https://www.urban-comics.com/suicide-squad-rebirth-11/,https://bdi.dlpdomain.com/album/9791026814818/couv/M385x862/suicide-squad-rebirth-11.jpg
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #12,2018-06-01,176,6.02,9+,,,Contient : • Suicide Squad #20 et #21 • Justice League of America #8 et #9 • Harley Quinn #21 • Teen Titans Annual #1 • Deathstroke #19,9791026814856,https://www.urban-comics.com/suicide-squad-rebirth-12/,https://bdi.dlpdomain.com/album/9791026814856/couv/M385x862/suicide-squad-rebirth-12.jpg
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #13,2018-07-06,184,6.02,9+,,,• Suicide Squad #22 et #23 • Justice League of America #10 et #11 • Harley Quinn #22 et #23 • Deathstroke #20 et #21,9791026814894,https://www.urban-comics.com/suicide-squad-rebirth-13/,https://bdi.dlpdomain.com/album/9791026814894/couv/M385x862/suicide-squad-rebirth-13.jpg
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #14,2018-08-03,144,6.02,9+,,,• Suicide Squad #24 et #25 • Justice League of America #12 et #13 • Harley Quinn #24 • Deathstroke #22,9791026814931,https://www.urban-comics.com/suicide-squad-rebirth-14/,https://bdi.dlpdomain.com/album/9791026814931/couv/M385x862/suicide-squad-rebirth-14.jpg
DC Presse,Suicide Squad Rebirth Press,Suicide Squad Rebirth #15,2018-09-07,216,6.02,9+,,,• Justice League of America #14-17 • Harley Quinn #25-26 • Deathstroke #23-25,9791026814979,https://www.urban-comics.com/suicide-squad-rebirth-15/,https://bdi.dlpdomain.com/album/9791026814979/couv/M385x862/suicide-squad-rebirth-15.jpg
DC Presse,Superman Saga,Superman Saga #1,2014-01-17,144,5.72,12+,Collectif,Collectif,,9782365774840,https://www.urban-comics.com/superman-saga-1/,https://bdi.dlpdomain.com/album/9782365774840/couv/M385x862/superman-saga-1.jpg
DC Presse,Superman Saga,Superman Saga #1 Variant,2014-01-17,136,5.72,12+,Collectif,Collectif,,9782365774833,https://www.urban-comics.com/superman-saga-1-variant/,https://bdi.dlpdomain.com/album/9782365774833/couv/M385x862/superman-saga-1-variant.jpg
DC Presse,Superman Saga,Superman Saga #2,2014-02-14,,5.72,12+,Collectif,Collectif,,9782365774857,https://www.urban-comics.com/superman-saga-2/,https://bdi.dlpdomain.com/album/9782365774857/couv/M385x862/superman-saga-2.jpg
DC Presse,Superman Saga,Superman Saga #3,2014-03-14,,5.72,12+,Collectif,Collectif,,9782365774864,https://www.urban-comics.com/superman-saga-3/,https://bdi.dlpdomain.com/album/9782365774864/couv/M385x862/superman-saga-3.jpg
DC Presse,Superman Saga,Superman Saga #4,2014-04-11,144,5.72,12+,Collectif,Collectif,,9782365774871,https://www.urban-comics.com/superman-saga-4/,https://bdi.dlpdomain.com/album/9782365774871/couv/M385x862/superman-saga-4.jpg
DC Presse,Superman Saga,Superman Saga #5,2014-05-16,144,5.72,12+,Collectif,Collectif,,9782365774888,https://www.urban-comics.com/superman-saga-5/,https://bdi.dlpdomain.com/album/9782365774888/couv/M385x862/superman-saga-5.jpg
DC Presse,Superman Saga,Superman Saga #6,2014-06-13,,5.72,12+,Collectif,Collectif,,9782365774895,https://www.urban-comics.com/superman-saga-6/,https://bdi.dlpdomain.com/album/9782365774895/couv/M385x862/superman-saga-6.jpg
DC Presse,Superman Saga,Superman Saga #7,2014-07-11,,5.72,12+,Collectif,Collectif,,9782365774901,https://www.urban-comics.com/superman-saga-7/,https://bdi.dlpdomain.com/album/9782365774901/couv/M385x862/superman-saga-7.jpg
DC Presse,Superman Saga,Superman Saga #8,2014-07-25,,5.72,12+,Collectif,Collectif,,9782365774918,https://www.urban-comics.com/superman-saga-8/,https://bdi.dlpdomain.com/album/9782365774918/couv/M385x862/superman-saga-8.jpg
DC Presse,Superman Saga,Superman Saga #9,2014-09-12,,5.72,12+,Collectif,Collectif,,9782365774925,https://www.urban-comics.com/superman-saga-9/,https://bdi.dlpdomain.com/album/9782365774925/couv/M385x862/superman-saga-9.jpg
DC Presse,Superman Saga,Superman Saga #10,2014-10-17,,5.72,12+,Collectif,Collectif,,9782365774932,https://www.urban-comics.com/superman-saga-10/,https://bdi.dlpdomain.com/album/9782365774932/couv/M385x862/superman-saga-10.jpg
DC Presse,Superman Saga,Superman Saga #11,2014-11-14,,5.72,12+,Collectif,Collectif,,9782365774949,https://www.urban-comics.com/superman-saga-11/,https://bdi.dlpdomain.com/album/9782365774949/couv/M385x862/superman-saga-11.jpg
DC Presse,Superman Saga,Superman Saga #12,2014-12-12,,5.72,12+,Collectif,Collectif,,9782365774956,https://www.urban-comics.com/superman-saga-12/,https://bdi.dlpdomain.com/album/9782365774956/couv/M385x862/superman-saga-12.jpg
DC Presse,Superman Saga,Superman Saga #13,2015-01-16,,5.72,12+,Collectif,Collectif,,9782365777216,https://www.urban-comics.com/superman-saga-13/,https://bdi.dlpdomain.com/album/9782365777216/couv/M385x862/superman-saga-13.jpg
DC Presse,Superman Saga,Superman Saga #14,2015-02-13,,5.72,12+,Collectif,Collectif,,9782365777230,https://www.urban-comics.com/superman-saga-14/,https://bdi.dlpdomain.com/album/9782365777230/couv/M385x862/superman-saga-14.jpg
DC Presse,Superman Saga,Superman Saga #15,2015-03-13,,5.72,12+,Collectif,Collectif,,9782365777261,https://www.urban-comics.com/superman-saga-15-2/,https://bdi.dlpdomain.com/album/9782365777261/couv/M385x862/superman-saga-15.jpg
DC Presse,Superman Saga,Superman Saga #16,2015-04-10,,5.72,12+,Collectif,Collectif,,9782365777308,https://www.urban-comics.com/superman-saga-16/,https://bdi.dlpdomain.com/album/9782365777308/couv/M385x862/superman-saga-16.jpg
DC Presse,Superman Saga,Superman Saga #17,2015-05-07,,5.72,12+,Collectif,Collectif,,9782365777339,https://www.urban-comics.com/superman-saga-17/,https://bdi.dlpdomain.com/album/9782365777339/couv/M385x862/superman-saga-17.jpg
DC Presse,Superman Saga,Superman Saga #18,2015-06-12,136,5.72,12+,Collectif,Collectif,,9782365777360,https://www.urban-comics.com/superman-saga-18/,https://bdi.dlpdomain.com/album/9782365777360/couv/M385x862/superman-saga-18.jpg
DC Presse,Superman Saga,Superman Saga #19,2015-07-10,,5.72,12+,Collectif,Collectif,,9782365777407,https://www.urban-comics.com/superman-saga-19/,https://bdi.dlpdomain.com/album/9782365777407/couv/M385x862/superman-saga-19.jpg
DC Presse,Superman Saga,Superman Saga #20,2015-08-21,,5.72,12+,Collectif,Collectif,,9782365777438,https://www.urban-comics.com/superman-saga-20/,https://bdi.dlpdomain.com/album/9782365777438/couv/M385x862/superman-saga-20.jpg
DC Presse,Superman Saga,Superman Saga #21,2015-09-11,,5.72,12+,Collectif,Collectif,,9782365777469,https://www.urban-comics.com/superman-saga-21/,https://bdi.dlpdomain.com/album/9782365777469/couv/M385x862/superman-saga-21.jpg
DC Presse,Superman Saga,Superman Saga #22,2015-10-09,,5.72,12+,Collectif,Collectif,,9782365777506,https://www.urban-comics.com/superman-saga-22/,https://bdi.dlpdomain.com/album/9782365777506/couv/M385x862/superman-saga-22.jpg
DC Presse,Superman Saga,Superman Saga #23,2015-11-06,,5.72,12+,Collectif,Collectif,,9782365777537,https://www.urban-comics.com/superman-saga-23/,https://bdi.dlpdomain.com/album/9782365777537/couv/M385x862/superman-saga-23.jpg
DC Presse,Superman Saga,Superman Saga #24,2015-12-04,,5.72,12+,Collectif,Collectif,,9782365777568,https://www.urban-comics.com/superman-saga-24/,https://bdi.dlpdomain.com/album/9782365777568/couv/M385x862/superman-saga-24.jpg
DC Presse,Superman Saga,Superman Saga #25,2016-01-09,,5.72,12+,Collectif,Collectif,,9782365777889,https://www.urban-comics.com/superman-saga-25/,https://bdi.dlpdomain.com/album/9782365777889/couv/M385x862/superman-saga-25.jpg
DC Presse,Superman Saga,Superman Saga #26,2016-02-12,,5.72,12+,Collectif,Collectif,,9782365777926,https://www.urban-comics.com/superman-saga-26/,https://bdi.dlpdomain.com/album/9782365777926/couv/M385x862/superman-saga-26.jpg
DC Presse,Superman Saga Hors série,Superman Saga Hors Serie #1,2014-07-25,,5.72,12+,Collectif,Collectif,,9782365775601,https://www.urban-comics.com/superman-saga-hors-serie-1/,https://bdi.dlpdomain.com/album/9782365775601/couv/M385x862/superman-saga-hors-serie-1.jpg
DC Presse,Superman Saga Hors série,Superman Saga Hors Serie #2,2015-01-30,,5.72,12+,Collectif,Collectif,,9782365776134,https://www.urban-comics.com/superman-saga-hors-serie-2/,https://bdi.dlpdomain.com/album/9782365776134/couv/M385x862/superman-saga-hors-serie-2.jpg
DC Presse,Superman Saga Hors série,Superman Saga Hors Serie #3,2015-04-30,,5.72,12+,Collectif,Collectif,,9782365777599,https://www.urban-comics.com/superman-saga-hors-serie-3/,https://bdi.dlpdomain.com/album/9782365777599/couv/M385x862/superman-saga-hors-serie-3.jpg
DC Presse,Superman Univers,Superman Univers #1,2016-03-04,,5.72,12+,,,,9782365779531,https://www.urban-comics.com/superman-univers-1/,https://bdi.dlpdomain.com/album/9782365779531/couv/M385x862/superman-univers-1.jpg
DC Presse,Superman Univers,Superman Univers #1 Variant Cover,2016-03-04,,6.64,12+,,,,9782365779722,https://www.urban-comics.com/superman-univers-1-variant-cover/,https://bdi.dlpdomain.com/album/9782365779722/couv/M385x862/superman-univers-1-variant-cover.jpg
DC Presse,Superman Univers,Superman Univers #2,2016-04-08,,5.72,12+,,,,9782365779623,https://www.urban-comics.com/superman-univers-2/,https://bdi.dlpdomain.com/album/9782365779623/couv/M385x862/superman-univers-2.jpg
DC Presse,Superman Univers,Superman Univers #3,2016-05-06,,5.72,12+,,,,9782365779654,https://www.urban-comics.com/superman-univers-3/,https://bdi.dlpdomain.com/album/9782365779654/couv/M385x862/superman-univers-3.jpg
DC Presse,Superman Univers,Superman Univers #4,2016-06-03,,5.72,12+,,,,9782365779685,https://www.urban-comics.com/superman-univers-4/,https://bdi.dlpdomain.com/album/9782365779685/couv/M385x862/superman-univers-4.jpg
DC Presse,Superman Univers,Superman Univers #5,2016-07-08,,5.72,12+,,,,9791026810322,https://www.urban-comics.com/superman-univers-5/,https://bdi.dlpdomain.com/album/9791026810322/couv/M385x862/superman-univers-5.jpg
DC Presse,Superman Univers,Superman Univers #6,2016-08-05,,5.72,12+,,,,9791026810384,https://www.urban-comics.com/superman-univers-6/,https://bdi.dlpdomain.com/album/9791026810384/couv/M385x862/superman-univers-6.jpg
DC Presse,Superman Univers,Superman Univers #7,2016-09-09,,5.72,12+,,,,9791026810407,https://www.urban-comics.com/superman-univers-7/,https://bdi.dlpdomain.com/album/9791026810407/couv/M385x862/superman-univers-7.jpg
DC Presse,Superman Univers,Superman Univers #8,2016-10-07,,5.60,12+,,,,9791026810391,https://www.urban-comics.com/superman-univers-8/,https://bdi.dlpdomain.com/album/9791026810391/couv/M385x862/superman-univers-8.jpg
DC Presse,Superman Univers,Superman Univers #9,2016-11-04,,5.72,12+,,,,9791026810537,https://www.urban-comics.com/superman-univers-9/,https://bdi.dlpdomain.com/album/9791026810537/couv/M385x862/superman-univers-9.jpg
DC Presse,Superman Univers,Superman Univers #10,2016-12-02,,5.72,12+,,,,9791026810551,https://www.urban-comics.com/superman-univers-10/,https://bdi.dlpdomain.com/album/9791026810551/couv/M385x862/superman-univers-10.jpg
DC Presse,Superman Univers,Superman Univers #11,2017-01-06,,5.72,12+,,,,9791026812012,https://www.urban-comics.com/superman-univers-11/,https://bdi.dlpdomain.com/album/9791026812012/couv/M385x862/superman-univers-11.jpg
DC Presse,Superman Univers,Superman Univers #12,2017-02-10,,5.72,12+,,,,9791026812159,https://www.urban-comics.com/superman-univers-12/,https://bdi.dlpdomain.com/album/9791026812159/couv/M385x862/superman-univers-12.jpg
DC Presse,Superman Univers Hors Serie,Superman Univers Hors Serie #1,2016-03-18,,5.60,12+,,,,9782365779562,https://www.urban-comics.com/superman-univers-hors-serie-1/,https://bdi.dlpdomain.com/album/9782365779562/couv/M385x862/superman-univers-hors-serie-1.jpg
DC Presse,Superman Univers Hors Serie,Superman Univers Hors Serie #2,2016-06-24,,5.72,12+,,,,9782365779692,https://www.urban-comics.com/superman-univers-hors-serie-2/,https://bdi.dlpdomain.com/album/9782365779692/couv/M385x862/superman-univers-hors-serie-2.jpg
DC Presse,Superman Univers Hors Serie,Superman Univers Hors Serie #3,2016-09-23,,5.72,12+,,,,9791026810353,https://www.urban-comics.com/superman-univers-hors-serie-3/,https://bdi.dlpdomain.com/album/9791026810353/couv/M385x862/superman-univers-hors-serie-3.jpg
DC Presse,Superman Univers Hors Serie,Superman Univers Hors Serie #4,2016-12-16,,5.72,12+,,,,9791026810582,https://www.urban-comics.com/superman-univers-hors-serie-4/,https://bdi.dlpdomain.com/album/9791026810582/couv/M385x862/superman-univers-hors-serie-4.jpg
DC Presse,Superman Univers Hors Serie,Superman Univers Hors Serie #5,2017-03-24,,5.72,12+,,,,9791026812128,https://www.urban-comics.com/superman-univers-hors-serie-5/,https://bdi.dlpdomain.com/album/9791026812128/couv/M385x862/superman-univers-hors-serie-5.jpg
DC Rebirth,,Justice League : No Justice,2019-03-08,144,16.00,12+,James Tynion IV|Scott Snyder,Francis Manapul,No Justice #1-4 + extraits de DC Nation #0 – contenu inédit,9791026816034,https://www.urban-comics.com/justice-league-no-justice/,https://bdi.dlpdomain.com/album/9791026816034/couv/M385x862/justice-league-no-justice.jpg
DC Rebirth,,Justice League Doom War,2020-06-26,520,35.00,12+,Scott Snyder|Collectif,Jorge Jimenez|Francis Manapul|Collectif,Justice League #26-39 + DC's Year of the Villain #1 + Year of the Villain: Black Mask #1 + Year of the Villain: Sinestro #1 + Year of the Villain: Lex Luthor #1 + Year of the Villain: Riddler #1 + Year of the Villain: The Joker #1,9791026818472,https://www.urban-comics.com/justice-league-doom-war/,https://bdi.dlpdomain.com/album/9791026818472/couv/M385x862/justice-league-doom-war.jpg
DC Rebirth,,Doomsday Clock,2020-10-23,448,35.00,12+,Geoff Johns,Gary Frank,Doomsday Clock #1-12,9791026818281,https://www.urban-comics.com/doomsday-clock/,https://bdi.dlpdomain.com/album/9791026818281/couv/M385x862/doomsday-clock.jpg
DC Rebirth,,Justice League Doom War – Épilogue,2020-10-23,136,15.17,12+,James Tynion IV|Joshua Williamson,Steve EPTING|David Marquez,Year of the villains : Hell Arisen #1-4 + Batman Superman #6,9791026817970,https://www.urban-comics.com/justice-league-doom-war-epilogue/,https://bdi.dlpdomain.com/album/9791026817970/couv/M385x862/justice-league-doom-war-8211-epilogue.jpg
DC Rebirth,,Legion of Super Heroes Tome,2020-10-23,224,20.00,6+,Brian Michael Bendis,Ryan Sook|Collectif,"Legion of Super-Heroes Millenium #1-2, Legion of Super-Heroes #1-6",9791026821120,https://www.urban-comics.com/legion-of-super-heroes-tome/,https://bdi.dlpdomain.com/album/9791026821120/couv/M385x862/legion-of-super-heroes-tome.jpg
DC Rebirth,,Harley & Ivy,2020-11-25,152,16.00,9+,Jody Houser,Adriana Melo,Contenu : Harley Quinn & Poison Ivy #1-6,9791026815570,https://www.urban-comics.com/harley-ivy/,https://bdi.dlpdomain.com/album/9791026815570/couv/M385x862/harley-amp-ivy.jpg
DC Rebirth,,Légion des Super Héros Tome 2,2021-08-27,152,16.00,6+,Brian Michael Bendis,Ryan Sook|Collectif,Contenu : Legion of Super-Heroes #7-12,9791026826354,https://www.urban-comics.com/legion-des-super-heros-tome-2/,https://bdi.dlpdomain.com/album/9791026826354/couv/M385x862/legion-des-super-heros-tome-2.jpg
DC Rebirth,,Batman Rebirth Intégrale 1,2022-05-13,536,35.00,12+,Tom King,David Finch|Mikel Janin,"Batman Rebirth #1, #1-20, #23-24, Annual #1, soit l'équivalent des tomes 1 à 3 de la précédente édition.",9791026822134,https://www.urban-comics.com/batman-rebirth-integrale-1/,https://bdi.dlpdomain.com/album/9791026822134/couv/M385x862/batman-rebirth-integrale-1.jpg
DC Rebirth,All Star Batman,All Star Batman Tome 1,2017-09-15,200,18.00,12+,Scott Snyder,John Romita Jr|Declan Shalvey,,9791026811831,https://www.urban-comics.com/all-star-batman-tome-1/,https://bdi.dlpdomain.com/album/9791026811831/couv/M385x862/all-star-batman-tome-1.jpg
DC Rebirth,All Star Batman,All Star Batman Tome 2,2018-03-02,144,16.00,12+,Scott Snyder|Jock,Francesco Francavilla|Collectif,All Star Batman vol.2: Ends of Earth (#6-9),9791026813477,https://www.urban-comics.com/all-star-batman-tome-2/,https://bdi.dlpdomain.com/album/9791026813477/couv/M385x862/all-star-batman-tome-2.jpg
DC Rebirth,All Star Batman,All Star Batman Tome 3,2018-06-29,192,18.00,12+,Rafael Albuquerque|Scott Snyder,Rafael Albuquerque,"All Star Batman Vol.3: The First Ally (#10-14) + ""Silent Night"" from Batman Annual #1",9791026814740,https://www.urban-comics.com/all-star-batman-tome-3/,https://bdi.dlpdomain.com/album/9791026814740/couv/M385x862/all-star-batman-tome-3.jpg
DC Rebirth,Aquaman Rebirth,Aquaman Rebirth Tome 1,2018-01-12,296,23.00,12+,Dan Abnett,Brad Walker|Collectif,Aquaman: Rebirth #1 and Aquaman #1-11,9791026812630,https://www.urban-comics.com/aquaman-rebirth-tome-1/,https://bdi.dlpdomain.com/album/9791026812630/couv/M385x862/aquaman-rebirth-tome-1.jpg
DC Rebirth,Aquaman Rebirth,Aquaman Rebirth Tome 2,2018-06-22,312,29.00,12+,Dan Abnett,Collectif|Philippe Briones,Aquaman #12-24,9791026813422,https://www.urban-comics.com/aquaman-rebirth-tome-2/,https://bdi.dlpdomain.com/album/9791026813422/couv/M385x862/aquaman-rebirth-tome-2.jpg
DC Rebirth,Aquaman Rebirth,Aquaman Rebirth Tome 3,2018-08-31,152,16.00,12+,Dan Abnett,Stjepan Sejic,Aquaman #25-30,9791026813460,https://www.urban-comics.com/aquaman-rebirth-tome-3/,https://bdi.dlpdomain.com/album/9791026813460/couv/M385x862/aquaman-rebirth-tome-3.jpg
DC Rebirth,Aquaman Rebirth,Aquaman Rebirth Tome 4,2018-11-23,120,15.00,12+,Dan Abnett,Riccardo Federici|Max Fiumara,Contenu : Aquaman Vol.5 (31-33 + Annual #1),9791026813712,https://www.urban-comics.com/aquaman-rebirth-tome-4/,https://bdi.dlpdomain.com/album/9791026813712/couv/M385x862/aquaman-rebirth-tome-4.jpg
DC Rebirth,Aquaman Rebirth,Aquaman Rebirth Tome 5,2019-04-05,216,20.00,12+,Dan Abnett|Rob Williams,Riccardo Federici|Max Fiumara,Aquaman #34-40 + Suicide Squad #45-46,9791026816102,https://www.urban-comics.com/aquaman-rebirth-tome-5/,https://bdi.dlpdomain.com/album/9791026816102/couv/M385x862/aquaman-rebirth-tome-5.jpg
DC Rebirth,Arthur Curry : Aquaman,Arthur Curry : Aquaman Tome 1,2019-08-30,128,15.00,12+,Kelly Sue DeConnick,Robson Rocha,Aquaman Vol. 1: Unspoken Water (#43-47),9791026823438,https://www.urban-comics.com/arthur-curry-aquaman-tome-1/,https://bdi.dlpdomain.com/album/9791026823438/couv/M385x862/arthur-curry-aquaman-tome-1.jpg
DC Rebirth,Arthur Curry : Aquaman,Arthur Curry : Aquaman Tome 2,2021-02-05,256,23.00,12+,Kelly Sue DeConnick,Robson Rocha,Aquaman #48-55 + Annual #2,9791026817574,https://www.urban-comics.com/arthur-curry-aquaman-tome-2/,https://bdi.dlpdomain.com/album/9791026817574/couv/M385x862/arthur-curry-aquaman-tome-2.jpg
DC Rebirth,Arthur Curry : Aquaman,Arthur Curry : Aquaman Tome 3,2021-05-21,256,23.00,12+,Kelly Sue DeConnick,Robson Rocha,Aquaman #56-65,9791026818168,https://www.urban-comics.com/arthur-curry-aquaman-tome-3/,https://bdi.dlpdomain.com/album/9791026818168/couv/M385x862/arthur-curry-aquaman-tome-3.jpg
DC Rebirth,Batman - La nuit des monstres,Batman – La nuit des monstres,2017-10-20,152,15.17,6+,Collectif|Steve Orlando,Collectif|Roge Antonio,Batman Rebirth #7-8 + Detective Comics #941-942 + Nightwing Rebirth #5-6,9791026812821,https://www.urban-comics.com/batman-la-nuit-des-monstres/,https://bdi.dlpdomain.com/album/9791026812821/couv/M385x862/batman-8211-la-nuit-des-monstres.jpg
DC Rebirth,Batman : Detective,Batman : Detective Tome 1,2019-09-13,160,16.00,12+,Peter Tomasi,Doug Mahnke,Detective Comics #994-999 + extrait de Detective Comics #1000,9791026818618,https://www.urban-comics.com/batman-detective-tome-1/,https://bdi.dlpdomain.com/album/9791026818618/couv/M385x862/batman-detective-tome-1.jpg
DC Rebirth,Batman : Detective,Batman : Detective Tome 2,2020-02-14,168,16.00,12+,Peter Tomasi,Brad Walker|Kyle HOTZ|Doug Mahnke,Detective Comics #1001-1007,9791026817871,https://www.urban-comics.com/batman-detective-tome-2/,https://bdi.dlpdomain.com/album/9791026817871/couv/M385x862/batman-detective-tome-2.jpg
DC Rebirth,Batman : Detective,Batman : Detective Tome 3,2020-08-21,240,23.00,12+,Peter Tomasi,Doug Mahnke,Detective Comics #1008-1017,9791026817826,https://www.urban-comics.com/batman-detective-tome-3/,https://bdi.dlpdomain.com/album/9791026817826/couv/M385x862/batman-detective-tome-3.jpg
DC Rebirth,Batman : Detective,Batman : Detective Tome 4,2021-01-22,288,23.00,12+,Peter Tomasi,Brad Walker|Collectif|Doug Mahnke,Detective Comics #1018-1026 + Detective Comics Annual #2-3,9791026819950,https://www.urban-comics.com/batman-detective-tome-4/,https://bdi.dlpdomain.com/album/9791026819950/couv/M385x862/batman-detective-tome-4.jpg
DC Rebirth,Batman : Detective,Batman : Detective tome 5,2021-04-02,312,29.00,12+,Peter Tomasi,Alan DAVIS|Brad Walker|Todd McFARLANE|Collectif|Doug Mahnke,Detective Comics #1027-1033,9791026817888,https://www.urban-comics.com/batman-detective-tome-5/,https://bdi.dlpdomain.com/album/9791026817888/couv/M385x862/batman-detective-tome-5.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal tome 1,2020-11-27,200,18.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,Dark Knights : Death Metal #1-3 + Dark Knights : Death Metal Guidebook #1 + Dark Knights : Legends of the Dark Knights #1,9791026822547,https://www.urban-comics.com/batman-death-metal-tome-1/,https://bdi.dlpdomain.com/album/9791026822547/couv/M385x862/batman-death-metal-tome-1.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal tome 1 couverture variante,2020-11-27,200,25.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,Dark Knights : Death Metal #1-3 + Dark Knights : Death Metal Guidebook #1 + Dark Knights : Legends of the Dark Knights #1,9791026819073,https://www.urban-comics.com/batman-death-metal-tome-1-couverture-variante/,https://bdi.dlpdomain.com/album/9791026819073/couv/M385x862/batman-death-metal-tome-1-couverture-variante.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal tome 2,2021-01-29,240,23.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #4, Dark Nights: Death Metal - Trinity Crisis #1, Dark Nights: Death Metal - Robin King #1, Dark Nights: Death Metal - Multiverse's End #1, Dark Nights: Death Metal: Rise of The New God #1, Dark Knights : Death Metal – Speed Metal #1",9791026819714,https://www.urban-comics.com/batman-death-metal-tome-2/,https://bdi.dlpdomain.com/album/9791026819714/couv/M385x862/batman-death-metal-tome-2.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal tome 2 couverture variante,2021-01-29,240,25.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #4, Dark Nights: Death Metal - Trinity Crisis #1, Dark Nights: Death Metal - Robin King #1, Dark Nights: Death Metal - Multiverse's End #1, Dark Nights: Death Metal: Rise of The New God #1, Dark Knights : Death Metal – Speed Metal #1",9791026821656,https://www.urban-comics.com/batman-death-metal-tome-2-couverture-variante/,https://bdi.dlpdomain.com/album/9791026821656/couv/M385x862/batman-death-metal-tome-2-couverture-variante.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal 3 couverture variante,2021-03-19,240,25.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #5, Dark Nights: Death Metal - Infinite Hour Exxxtreme! #1, Dark Nights: Death Metal - The Multiverse Who Laughs #1, Justice League #53-57",9791026821335,https://www.urban-comics.com/batman-death-metal-3-couverture-variante/,https://bdi.dlpdomain.com/album/9791026821335/couv/M385x862/batman-death-metal-3-couverture-variante.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal tome 3,2021-03-19,240,23.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #5, Dark Nights: Death Metal - Infinite Hour Exxxtreme! #1, Dark Nights: Death Metal - The Multiverse Who Laughs #1, Justice League #53-57",9791026826880,https://www.urban-comics.com/batman-death-metal-tome-3/,https://bdi.dlpdomain.com/album/9791026826880/couv/M385x862/batman-death-metal-tome-3.jpg
DC Rebirth,Batman Death Metal,Batman Death Metal 4 couverture variante,2021-05-28,296,25.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #6-7, Dark Nights: Death Metal - The Last Stories of The DC Universe #1, Dark Nights: Death Metal - The Secret Origin #1, Dark Nights: Death Metal - The Last 52: War Of The Multiverses #1",9791026822394,https://www.urban-comics.com/batman-death-metal-4-couverture-variante/,https://bdi.dlpdomain.com/album/9791026822394/couv/M385x862/batman-death-metal-4-couverture-variante.jpg
DC Rebirth,Batman Death Metal,Batman Death metal tome 4,2021-05-28,296,23.00,12+,Scott Snyder|James Tynion IV,Greg Capullo|Collectif,"Dark Nights: Death Metal #6-7, Dark Nights: Death Metal - The Last Stories of The DC Universe #1, Dark Nights: Death Metal - The Secret Origin #1, Dark Nights: Death Metal - The Last 52: War Of The Multiverses #1",9791026821854,https://www.urban-comics.com/batman-death-metal-tome-4/,https://bdi.dlpdomain.com/album/9791026821854/couv/M385x862/batman-death-metal-tome-4.jpg
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 1,2017-07-07,176,18.00,12+,James Tynion IV,Eddy Barrows,,9791026811428,https://www.urban-comics.com/batman-detective-comics-tome-1/,https://bdi.dlpdomain.com/album/9791026811428/couv/M385x862/batman-detective-comics-tome-1.jpg
DC Rebirth,Batman Detective comics,Batman Detective Comics tome 2,2018-01-12,168,16.00,12+,James Tynion IV|Marguerite Bennett,Collectif|Eddy Barrows,,9791026813125,https://www.urban-comics.com/batman-detective-comics-tome-2/,https://bdi.dlpdomain.com/album/9791026813125/couv/M385x862/batman-detective-comics-tome-2.jpg
DC Rebirth,Batman Detective comics,Batman Detective comics Tome 3,2018-04-06,192,18.00,12+,James Tynion IV,Collectif,Detective Comics #950-956,9791026813569,https://www.urban-comics.com/batman-detective-comics-tome-3/,https://bdi.dlpdomain.com/album/9791026813569/couv/M385x862/batman-detective-comics-tome-3.jpg
